=  Switzerland - FIFA World Cup 2018

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Yann Sommer, SUI, G, 1.83, 77, 17-12-88, Morges, B Mönchengladbach
2, Stephan Lichtsteiner, SUI, D, 1.82, 75, 16-01-84, Adligenswil, Juventus
3, François Moubandje, SUI, D, 1.82, 76, 21-06-90, Geneva, Toulouse
4, Nico Elvedi, SUI, D, 1.88, 74, 30-09-96, Zürich, B Mönchengladbach
5, Manuel Akanji, SUI, D, 1.87, 85, 19-07-95, Winterthur, Borussia Dortmund
6, Michael Lang, SUI, D, 1.85, 79, 08-02-91, Egnach, Basel
7, Breel Embolo, SUI, F, 1.84, 71, 14-02-97, Yaoundé, Schalke
8, Remo Freuler, SUI, M, 1.81, 77, 15-04-92, Ennenda, Atalanta
9, Haris Seferović, SUI, F, 1.85, 83, 22-02-92, Sursee, Benfica
10, Granit Xhaka, SUI, M, 1.85, 82, 27-09-92, Gnjilane, Arsenal
11, Valon Behrami, SUI, M, 1.85, 71, 19-04-85, Mitrovica, Udinese
12, Yvon Mvogo, SUI, G, 1.86, 84, 06-06-94, Fribourg, RB Leipzig
13, Ricardo Rodríguez, SUI, D, 1.82, 77, 25-08-92, Zürich, Milan
14, Steven Zuber, SUI, M, 1.77, 68, 17-08-91, Winterthur, 1899 Hoffenheim
15, Blerim Džemaili, SUI, M, 1.79, 73, 12-04-86, Tetovo, Bologna
16, Gelson Fernandes, SUI, M, 1.83, 70, 02-09-86, Praia, Eintracht Frankfurt
17, Denis Zakaria, SUI, M, 1.91, 76, 20-11-96, Kinshasa, B Mönchengladbach
18, Mario Gavranović, SUI, F, 1.75, 68, 24-11-89, Lugano, Dinamo Zagreb
19, Josip Drmić, SUI, F, 1.82, 70, 08-08-92, Lachen, B Mönchengladbach
20, Johan Djourou, SUI, D, 1.91, 83, 18-01-87, Abidjan, Antalyaspor
21, Roman Bürki, SUI, G, 1.85, 83, 14-11-90, Münsingen, Borussia Dortmund
22, Fabian Schär, SUI, D, 1.88, 84, 20-12-91, Wil, Deportivo La Coruña
23, Xherdan Shaqiri, SUI, M, 1.69, 72, 10-10-91, Gnjilane, Stoke C
