=  Nigeria - African Cup of Nations 2006

Number, Name, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Vincent Enyeama, G, 5'11", 12 08, 29-08-82, , Bnei Yehuda
2, Joseph Yobo, D, 6'02'', 11 00, 06-09-80, Kano, Everton
3, Taye Ismaila Taiwo, D, 6'00", 12 02, 16-04-85, Lagos, Marseille
4, Nwankwo Kanu, F, 6'05", 13 00, 01-08-76, Owerri, WBA
5, Chidi Odiah, D, 5'11", 12 06, 17-12-83, Berger, CSKA Moscow
6, Joseph Enakarhire, D, 6'00", 12 00, 06-11-82, Warri, Dynamo Moscow
7, John Utaka, F, 5'10", 12 12, 08-01-82, Legugnu, Rennes
8, John Obi Mikel, M, 5'11", 12 08, 22-04-87, Jos, Lyn
9, Obafemi Martins, F, 5'07", 11 00, 28-10-84, Lagos, Internazionale
10, Jay Jay Okocha, M, 5'08'', 11 00, 14-08-73, Enugu, Bolton W
11, Garba Lawal, M, 6'03", 12 13, 22-05-74, Kaduna, Iraklis
12, Augustine Ejide, G, 6'03", 14 02, 08-04-74, Onitsha, Étoile du Sahel
13, Atanda Yussuf, M, 6'00", 11 07, 04-11-84, Lagos, Dynamo Kiev
14, Nsofor Victor Obinna, F, 5'10", 12 11, 25-03-87, Jos, Chievo Verona
15, Paul Obiefule, M, 6'00", 12 00, 15-05-86, , Viborg
16, Wilson Oruma, M, 5'08", 11 00, 30-12-76, Warri, Marseille
17, Julius Aghahowa, F, 5'10", 11 07, 12-02-82, Benin City, Shakhtar Donetsk
18, Christian Obodo, M, 5'09", 11 07, 11-05-84, Lagos, Udinese
19, Stephen Ayodele Makinwa, F, 6'01", 12 04, 26-07-83, Lagos, Palermo
20, Peter Odemwingie, F, 5'11", 11 11, 15-07-81, Moscow, Lille
21, Obinna Nwaneri, D, 6'00", 12 08, 18-03-82, Lagos, Espérance
22, Sani Kaita, M, 5'07", 12 00, 02-05-86, , Sparta Rotterdam
23, Dele Aiyenugba, G, 5'11", 12 08, 20-11-83, Jos, Enyimba
