=  Algeria - Africa Cup of Nations 2017

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Chamseddine Rahmani, ALG, G, , , 15-09-90, Annaba, MO Béjaïa
2, Aïssa Mandi, ALG, D, 1.86, 78, 22-10-91, Châlons-en-Champagne, Betis
3, Faouzi Ghoulam, ALG, D, 1.88, 80, 01-02-91, Saint-Priest-en-Jarez, Napoli
4, Liassine Cadamuro, ALG, D, 1.86, 76, 05-03-88, Toulouse, Servette
5, Hicham Belkaroui, ALG, D, 1.95, 87, 24-08-90, Oran, Espérance
6, Djamel Mesbah, ALG, D, 1.79, 72, 09-10-84, Zighoud Youcef, Crotone
7, Riyad Mahrez, ALG, M, 1.78, 62, 21-02-91, Sarcelles, Leicester C
8, Ismaël Bennacer, ALG, M, 1.75, 70, 01-12-97, Arles, Arsenal
9, Sofiane Hanni, ALG, M, 1.78, 72, 29-12-90, Ivry-sur-Seine, Anderlecht
10, Nabil Bentaleb, ALG, M, 1.87, 68, 24-11-94, Lille, Schalke (On Loan)
11, Yacine Brahimi, ALG, M, 1.75, 65, 08-02-90, Paris, FC Porto
12, Mohamed Benyahia, ALG, D, 1.80, 70, 30-06-92, Tremblay-en-France, USM Alger
13, Islam Slimani, ALG, F, 1.86, 75, 18-06-88, Algiers, Leicester C
14, Baghdad Bounedjah, ALG, F, 1.83, 80, 30-11-91, Oran, Al-Sadd
15, El Arbi Soudani, ALG, F, 1.82, 75, 25-11-87, Chlef, Dinamo Zagreb
16, Malik Asselah, ALG, G, 1.90, 85, 08-07-86, Algiers, JS Kabylie
17, Adlène Guédioura, ALG, M, 1.85, 80, 12-11-85, La Roche-sur-Yon, Watford
18, Rachid Ghezzal, ALG, M, 1.82, 65, 09-05-92, Décines-Charpieu, Lyon
19, Mehdi Abeid, ALG, M, 1.78, 77, 06-08-92, Montreuil, Dijon
20, Mokhtar Belkhiter, ALG, D, 1.85, 73, 15-01-92, Oran, Club Africain
21, Ramy Bensebaini, ALG, D, 1.86, 75, 16-04-95, Constantine, Rennes
22, Mohamed Rabie Meftah, ALG, D, 1.79, 74, 05-05-85, Tizi Ouzou, USM Alger
23, Raïs M'Bolhi, ALG, G, 1.88, 80, 25-04-86, Paris, Antalyaspor
