=  Belgium - UEFA European Championship 2020

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Thibaut Courtois, BEL, G, 1.99, 94, 11-05-92, Bree, Real Madrid
2, Toby Alderweireld, BEL, D, 1.87, 91, 02-03-89, Wilrijk, Tottenham H
3, Thomas Vermaelen, BEL, D, 1.83, 80, 14-11-85, Kapellen, Vissel Kobe
4, Dedryck Boyata, BEL, D, 1.88, 84, 08-09-90, Uccle, Hertha Berlin
5, Jan Vertonghen, BEL, D, 1.89, 88, 24-04-87, Sint-Niklaas, Benfica
6, Axel Witsel, BEL, M, 1.86, 73, 12-01-89, Liège, Borussia Dortmund
7, Kevin De Bruyne, BEL, M, 1.81, 68, 28-06-91, Drongen, Manchester C
8, Youri Tielemans, BEL, M, 1.76, 72, 07-05-97, Sint-Pieters-Leeuw, Leicester C
9, Romelu Lukaku, BEL, F, 1.90, 94, 13-05-93, Antwerp, Internazionale
10, Eden Hazard, BEL, M, 1.73, 76, 07-01-91, La Louvière, Real Madrid
11, Yannick Ferreira Carrasco, BEL, M, 1.81, 73, 04-09-93, Elsene, Atlético Madrid
12, Simon Mignolet, BEL, G, 1.93, 87, 06-03-88, Sint-Truiden, Club Brugge
13, Matz Sels, BEL, G, 1.88, 75, 26-02-92, Lint, Strasbourg
14, Dries Mertens, BEL, F, 1.69, 61, 06-05-87, Leuven, Napoli
15, Thomas Meunier, BEL, D, 1.91, 78, 12-09-91, Sainte-Ode, Borussia Dortmund
16, Thorgan Hazard, BEL, M, 1.74, 69, 29-03-93, La Louvière, Borussia Dortmund
17, Hans Vanaken, BEL, M, 1.85, 77, 24-08-92, Akselwal, Club Brugge
18, Jason Denayer, BEL, D, 1.84, 70, 28-06-95, Brussels, Lyon
19, Leander Dendoncker, BEL, M, 1.88, 79, 15-04-95, Passendale, Wolverhampton W
20, Christian Benteke, BEL, F, 1.90, 83, 03-12-90, Kinshasa, Crystal Palace
21, Timoty Castagne, BEL, D, 1.80, 80, 05-12-95, Aarlen, Leicester C
22, Nacer Chadli, BEL, M, 1.87, 80, 02-08-89, Liège, İstanbul Başakşehir
23, Michy Batshuayi, BEL, F, 1.85, 86, 02-10-93, Brussels, Crystal Palace (On Loan)
24, Leandro Trossard, BEL, M, 1.72, 61, 04-12-94, Waterschei, Brighton & HA
25, Jérémy Doku, BEL, F, 1.79, 68, 27-05-02, Borgerhout, Rennes
26, Dennis Praet, BEL, M, 1.81, 78, 14-05-94, Leuven, Leicester C
