=  Belgium - European Championship 2016

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Thibaut Courtois, BEL, G, 1.99, 88, 11-05-92, Bree, Chelsea
2, Toby Alderweireld, BEL, D, 1.85, 75, 02-03-89, Wilrijk, Tottenham H
3, Thomas Vermaelen, BEL, D, 1.82, 75, 14-11-85, Kapellen, Barcelona
4, Radja Nainggolan, BEL, M, 1.75, 65, 04-05-88, Antwerp, Roma
5, Jan Vertonghen, BEL, D, 1.89, 79, 24-04-87, Sint-Niklaas, Tottenham H
6, Axel Witsel, BEL, M, 1.86, 73, 12-01-89, Liège, Zenit St Petersburg
7, Kevin De Bruyne, BEL, M, 1.80, 68, 28-06-91, Drongen, Manchester C
8, Marouane Fellaini, BEL, M, 1.94, 85, 22-11-87, Etterbeek, Manchester U
9, Romelu Lukaku, BEL, F, 1.90, 94, 13-05-93, Antwerp, Everton
10, Eden Hazard, BEL, M, 1.70, 69, 07-01-91, La Louvière, Chelsea
11, Yannick Ferreira Carrasco, BEL, M, 1.80, 67, 04-09-93, Elsene, Atlético Madrid
12, Simon Mignolet, BEL, G, 1.93, 87, 06-03-88, Sint-Truiden, Liverpool
13, Jean-François Gillet, BEL, G, 1.81, 82, 31-05-79, Liège, Mechelen
14, Dries Mertens, BEL, F, 1.69, 61, 06-05-87, Leuven, Napoli
15, Jason Denayer, BEL, D, 1.84, 70, 28-06-95, Brussels, Galatasaray (On Loan)
16, Thomas Meunier, BEL, D, 1.91, 78, 12-09-91, Sainte-Ode, Club Brugge
17, Divock Origi, BEL, F, 1.85, 75, 18-04-95, Ostend, Liverpool
18, Christian Kabasele, BEL, D, 1.86, 84, 24-02-91, Lubumbashi, KRC Genk
19, Mousa Dembélé, BEL, M, 1.77, 70, 17-07-87, Wilrijk, Tottenham H
20, Christian Benteke, BEL, F, 1.90, 83, 03-12-90, Kinshasa, Liverpool
21, Jordan Lukaku, BEL, D, 1.88, 76, 25-07-94, Antwerp, Oostende
22, Michy Batshuayi, BEL, F, 1.80, 78, 02-10-93, Brussels, Marseille
23, Laurent Ciman, BEL, D, 1.80, 65, 05-08-85, Farciennes, Montreal Impact
