=  Tiro Federal (Rosario) - Argentinian Primera División 2006 Clausura

Number, Name, Pos, Height, Weight, Date of Birth, Birth Place, Previous Club
1, Jorge Vivaldo, G, 6'00", 13 12, 13-01-67, Luján, Chacarita Juniors
2, Ezequiel Luna, D, , , 19-11-86, Villa Gobernador Gálvez, None
3, Pablo Melo, D, 5'11", 12 06, 04-07-82, Rivera, Danubio
4, Gabriel Ruiz, D, 5'10", 12 11, 23-01-80, Arrecifes, Newell's Old Boys
5, Diego Erroz, M, 5'10", 11 03, 21-09-78, Berrotarán, Almagro
6, Miguel Ábrigo, D, 6'00", , 29-03-74, Entre Ríos, Oriente Petrolero
7, Ariel Carreño, F, 5'10", 11 09, 04-03-79, Córdoba, Lanús
8, Rodolfo Aquino, M, 5'09", 11 07, 21-07-74, Rosario, Estudiantes (LP)
9, Daniel Tilger, F, 5'11", 12 04, 03-08-70, Ciudad Evita, Lanús
10, Luciano De Bruno, M, 5'11", 12 01, 08-06-78, Rosario, Lanús
11, Hernán Buján, M, 5'07", 10 03, 05-12-74, Capital Federal, Olimpo (BB)
12, Pablo Del Vecchio, G, , , 25-07-73, Cañada de Gómez, Platense
13, Leandro Álvarez, D, 5'10", 12 01, 04-06-81, Capital Federal, San Lorenzo
14, Silvio Iuvalé, M, 5'10", 12 01, 07-02-79, Ramallo, Juv. Antoniana (Salta)
15, Adrián Marcelo Romero, D, 5'06", 10 06, 25-06-77, Montevideo, Estudiantes (LP)
16, Mariano Fermani, M, , , 02-04-83, Rosario, Renato Cesarini
17, Pablo Castella, M, , , 21-07-81, Rosario, Central Córdoba
18, Lucas Barrios, F, 6'02", 13 01, 13-11-84, San Fernando, Temuco
19, Javier Cámpora, F, 5'09", 11 05, 07-01-80, Rosario, Deportivo Concepción
20, Germán Basualdo, M, 5'06", 10 12, 22-07-80, Capital Federal, Nueva Chicago
21, Rodrigo Barucco, G, , , , , 
22, Fernando Cafasso, D, 5'10", 10 12, 09-02-82, Jacinto Aráoz, Atlético Tucumán
23, Diego Bono, M, , , 02-03-79, Ceres, Newell's Old Boys
24, Gabriel Iribarren, M, 5'09", 11 09, 06-08-81, Lanús, Lanús
25, Silbonei Ferreira, G, , , 19-12-80, Tangara de Serra, El Porvenir
26, Eduardo Vilce, M, , , , , 
27, Alejo Gelatini, M, , , 07-08-83, , 
28, Victor Galarza, F, 5'07", 10 00, 01-10-84, Corrientes, None
29, Federico Bugatti, M, , , , , 
30, Carlos Aguiar, M, 5'08", 11 05, 19-12-78, , Rampla Juniors
31, Ricardo Bernay, D, , , , , 
33, Julián Magallanes, M, , , , , 
34, Sebastián Saez, M, , , , , 
35, Paolo Berardi, M, , , , , 
37, Germán Romero, M, , , 20-02-85, Rosario, None
38, Pablo Farias, M, , , 08-06-85, Santa Fe, 
39, Emanuel Croce, M, , , , , 
40, Juan Ignacio Dávola, M, , , , , 
41, Eduardo Martín, D, , , , , 
42, Raúl Cesarini, D, , , , , 
