=  Sopron - Hungarian Borsodi Liga 2005/06

Number, Name, Pos, Height, Weight, Date of Birth, Birth Place, Previous Club
1, Balázs Rabóczki, G, 6'03", 14 05, 09-01-78, , FC København
3, Marius Adrian Radu, D, 6'03", 13 03, 01-06-77, Iernut, Arges Pitesti
4, András László, D, 5'09", 11 11, 16-08-76, Veszprém, Debrecen
5, Ion Ibric, D, 5'11", 12 00, 27-05-74, , Liberty Salonta
6, István Sira, F, 6'00", 12 04, 18-02-76, , Debrecen
7, András Horváth, M, 5'11", 12 11, 06-08-80, , Haladás
8, Róbert Feczesin, F, 6'02", 12 06, 22-02-86, , Újpest
9, Cristian Cigan, F, 6'00", 11 11, 15-05-87, , Liberty Salonta
11, Tamás Sifter, M, 6'01", 13 03, 03-03-81, , None
12, Tamás Takács, G, 6'01", 12 11, 05-09-79, Szombathely, Honvéd
13, Alin Cotan, F, 5'09", 10 10, 30-10-82, , Liberty Salonta
15, Alexandru Costisor, D, 6'03", 13 05, 22-10-80, , Liberty Salonta
17, Zoltán Csontos, M, 5'09", 10 12, 30-05-86, , Soproni GYSEV
18, Gellért Ivancsics, M, 5'09", 11 09, 23-02-87, Sopron, Bodajk FC
19, Nicola Silvestri, M, , , 21-11-85, , Brescia
21, István Torok, , , , , , 
23, Cristian Lucian Munteanu, M, 6'00", 11 05, 17-10-80, , FC Oradea
25, Miklós Fleischhacker, M, , , 11-02-87, , Soproni VSE
26, Gábor Bagoly, D, 6'01", 11 11, 27-04-73, , Dunaferr
27, Gábor Demjén, F, 5'09", 11 00, 01-03-86, , Atalanta
29, László Legoza, F, 6'01", 12 08, 28-04-89, , None
30, Botond Birtalan, F, 5'10", 09 11, 08-04-89, , Vasas
33, Tamás Kozma, G, 6'01", 12 11, 29-11-86, , MTK
44, Pál Lázár, D, , , 11-03-88, , 

== Past Players

Number, Name, Pos, Height, Weight, Date of Birth, Birth Place, New Club
8, Bojan Lazic, M, 6'00", 12 06, 13-05-74, , Ferencváros
22, Zalán Zombori, M, 6'00", 12 01, 25-05-75, , 
9, Cristian Luca, F, 6'01", 12 04, 01-02-73, , 
10, Cristian Cigan, F, 6'00", 11 11, 15-05-87, , Re-Registered (9)
25, Zoltán Fülöp, F, 6'01", 13 10, 26-07-76, , 
14, Viktor Hanák, D, 6'01", 12 04, 26-10-77, , Győr
21, Gábor Vén, M, 5'10", 11 11, 31-07-77, , Mosonmagyaróvár
1, Tamás Horváth, G, 6'04", 13 08, 15-11-77, , Integrál-DAC (On Loan)
3, Donát Varga, F, 6'00", 12 06, 17-07-86, , SVSE (On Loan)
12, János Balogh, G, 6'04", 13 12, 29-11-82, Debrecen, Debrecen
16, Ákos Fentős, G, 6'01", 11 11, 10-08-85, , SVSE (On Loan)
19, Zoltán Fehér, D, 5'10", 12 08, 12-06-81, , Vasas
23, Adrián Varga, M, 6'00", 12 04, 29-02-84, , SVSE (On Loan)
24, Máté Dudás, D, 5'10", 11 05, 13-05-82, , Vác
28, János Győri, D, 6'02", 12 13, 10-09-76, , Pécs
30, Rolf Landerl, M, 6'00", 12 01, 24-10-75, Vienna, Admira Wacker
69, Csaba Csordás, F, 5'06", 10 10, 09-08-77, , Vasas
14, Zoltán Kiss, D, 6'00", 12 01, 12-07-86, , Újpest
10, Giuseppe Signori, F, 5'07", 10 10, 17-02-68, Alzano, 
24, Luigi Sartor, D, 6'00", 12 01, 30-01-75, Treviso, 
