=  Algeria - World Cup 2014

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Cédric Si Mohamed, ALG, G, 1.83, 68, 09-01-85, Roanne, CS Constantine
2, Madjid Bougherra, ALG, D, 1.88, 89, 07-10-82, Longvic, Lekhwiya
3, Faouzi Ghoulam, ALG, D, 1.86, 78, 01-02-91, Saint-Priest-en-Jarez, Napoli
4, Essaïd Belkalem, ALG, D, 1.94, 90, 01-01-89, Mekla, Watford (On Loan)
5, Rafik Halliche, ALG, D, 1.87, 77, 02-09-86, Algiers, Marítimo
6, Djamel Mesbah, ALG, D, 1.79, 72, 09-10-84, Zighoud Youcef, Livorno (On Loan)
7, Hassan Yebda, ALG, M, 1.87, 77, 14-05-84, Saint-Maurice, Udinese (On Loan)
8, Mehdi Lacen, ALG, M, 1.76, 74, 15-03-84, Versailles, Getafe
9, Nabil Ghilas, ALG, F, 1.83, 85, 20-04-90, Marseille, FC Porto
10, Sofiane Feghouli, ALG, M, 1.78, 71, 26-12-89, Levallois-Perret, Valencia
11, Yacine Brahimi, ALG, F, 1.75, 65, 08-02-90, Paris, Granada
12, Carl Medjani, ALG, D, 1.84, 84, 15-05-85, Lyon, Valenciennes (On Loan)
13, Islam Slimani, ALG, F, 1.86, 75, 18-06-88, Algiers, Sporting CP
14, Nabil Bentaleb, ALG, M, 1.87, 68, 24-11-94, Lille, Tottenham H
15, El Arbi Soudani, ALG, F, 1.82, 75, 25-11-87, Chlef, Dinamo Zagreb
16, Mohamed Zemmamouche, ALG, G, 1.86, 82, 02-01-85, Mila, USM Alger
17, Liassine Cadamuro, ALG, D, 1.86, 76, 05-03-88, Toulouse, Mallorca (On Loan)
18, Abdelmoumene Djabou, ALG, M, 1.65, 70, 31-01-87, Sétif, Club Africain
19, Saphir Taïder, ALG, M, 1.80, 73, 29-02-92, Castres, Internazionale
20, Aïssa Mandi, ALG, D, 1.86, 78, 22-10-91, Châlons-en-Champagne, Reims
21, Riyad Mahrez, ALG, M, 1.78, 62, 21-02-91, Sarcelles, Leicester C
22, Mehdi Mostefa Sbaa, ALG, M, 1.81, 82, 30-08-83, Dijon, Ajaccio
23, Raïs M'Bolhi, ALG, G, 1.88, 80, 25-04-86, Paris, CSKA Sofia
