=  Belgium - World Cup 2014

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Thibaut Courtois, BEL, G, 1.99, 88, 11-05-92, Bree, Atlético Madrid (On Loan)
2, Toby Alderweireld, BEL, D, 1.85, 75, 02-03-89, Wilrijk, Atlético Madrid
3, Thomas Vermaelen, BEL, D, 1.82, 75, 14-11-85, Kapellen, Arsenal
4, Vincent Kompany, BEL, D, 1.91, 91, 10-04-86, Ukkel, Manchester C
5, Jan Vertonghen, BEL, D, 1.89, 79, 24-04-87, Sint-Niklaas, Tottenham H
6, Axel Witsel, BEL, M, 1.86, 73, 12-01-89, Liège, Zenit St Petersburg
7, Kevin De Bruyne, BEL, M, 1.80, 68, 28-06-91, Drongen, Wolfsburg
8, Marouane Fellaini, BEL, M, 1.94, 85, 22-11-87, Etterbeek, Manchester U
9, Romelu Lukaku, BEL, F, 1.90, 94, 13-05-93, Antwerp, Everton (On Loan)
10, Eden Hazard, BEL, M, 1.70, 69, 07-01-91, La Louvière, Chelsea
11, Kevin Mirallas, BEL, F, 1.78, 72, 05-10-87, Liège, Everton
12, Simon Mignolet, BEL, G, 1.93, 87, 06-03-88, Sint-Truiden, Liverpool
13, Sammy Bossut, BEL, G, 1.85, 74, 11-08-85, Oostrozebeke, Zulte-Waregem
14, Dries Mertens, BEL, F, 1.69, 61, 06-05-87, Leuven, Napoli
15, Daniel van Buyten, BEL, D, 1.96, 96, 07-02-78, Chimay, Bayern Munich
16, Steven Defour, BEL, M, 1.73, 64, 15-04-88, Mechelen, FC Porto
17, Divock Origi, BEL, F, 1.85, 75, 18-04-95, Ostend, Lille
18, Nicolas Lombaerts, BEL, D, 1.88, 78, 20-03-85, Brugge, Zenit St Petersburg
19, Mousa Dembélé, BEL, M, 1.77, 70, 17-07-87, Wilrijk, Tottenham H
20, Adnan Januzaj, BEL, M, 1.80, 75, 05-02-95, Brussels, Manchester U
21, Anthony Vanden Borre, BEL, D, 1.85, 80, 24-10-87, Likasi, Anderlecht
22, Nacer Chadli, BEL, M, 1.87, 80, 02-08-89, Liège, Tottenham H
23, Laurent Ciman, BEL, D, 1.80, 65, 05-08-85, Farciennes, Standard Liège
