=  Argentina - Copa América Centenario 2016

Number, Name, Nat, Pos, Height, Weight, Date of Birth, Birth Place, Current Club
1, Sergio Romero, ARG, G, 1.92, 87, 22-02-87, Bernardo de Irigoyen, Manchester U
2, Jonathan Maidana, ARG, D, 1.83, 80, 29-07-85, Adrogué, River Plate
3, Facundo Roncaglia, ARG, D, 1.79, 76, 10-02-87, Chajarí, Fiorentina
4, Gabriel Mercado, ARG, D, 1.80, 77, 18-03-87, Puerto Madryn, River Plate
5, Matías Kranevitter, ARG, M, 1.78, 74, 21-05-93, Yerba Buena, Atlético Madrid
6, Lucas Biglia, ARG, M, 1.78, 63, 30-01-86, Mercedes, Lazio
7, Ángel Di Maria, ARG, M, 1.78, 75, 14-02-88, Rosario, Paris St-Germain
8, Augusto Fernández, ARG, M, 1.77, 71, 10-04-86, Pergamino, Atlético Madrid
9, Gonzalo Higuaín, ARG, F, 1.84, 82, 10-12-87, Brest, Napoli
10, Lionel Messi, ARG, M, 1.69, 67, 24-06-87, Santa Fe, Barcelona
11, Sergio Agüero, ARG, F, 1.72, 74, 02-06-88, Capital Federal, Manchester C
12, Nahuel Guzmán, ARG, G, 1.91, 86, 10-02-86, Rosario, UANL Tigres
13, Ramiro Funes Mori, ARG, D, 1.85, 74, 03-05-91, Mendoza, Everton
14, Javier Mascherano, ARG, M, 1.78, 77, 08-06-84, Rosario, Barcelona
15, Víctor Cuesta, ARG, D, 1.87, 84, 19-11-88, La Plata, Independiente
16, Marcos Rojo, ARG, D, 1.87, 82, 20-03-90, La Plata, Manchester U
17, Nicolás Otamendi, ARG, D, 1.78, 75, 12-02-88, Pacheco, Manchester C
18, Erik Lamela, ARG, M, 1.83, 73, 25-03-92, Florida, Tottenham H
19, Éver Banega, ARG, M, 1.74, 69, 29-06-88, Rosario, Sevilla
20, Nicolás Gaitán, ARG, M, 1.73, 67, 23-02-88, San Martín, Benfica
21, Javier Pastore, ARG, M, 1.87, 75, 20-06-89, Córdoba, Paris St-Germain
22, Ezequiel Lavezzi, ARG, F, 1.73, 75, 03-05-85, Villa Gobernador Gálvez, Hebei China Fortune
23, Mariano Andújar, ARG, G, 1.94, 87, 30-07-83, Capital Federal, Estudiantes (LP) (On Loan)
